param_idx,float32,int8_dequant,layer
0,-0.055842071140589,-0.061279166,2
1,-1.118780530941969,-1.1336646,2
2,3.8912270270356637,3.891227,2
3,1.1238929768970323,1.1336646,2
4,1.9130619198513608,1.8996542,2
5,0.3259261621092795,0.33703542,2
6,-1.0041336212733598,-1.0111063,2
7,1.920364786743774,1.9302938,2
